コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
7896,2020/03,59.7,14642000000,398000000,21.67,26.72,0.0,9.0
7897,2020/03,40.8,10539132000,222105000,2,45.97,0.0,0.0
7898,2020/03,44.2,63566000000,1941000000,37.5,42.1,0.0,9.0
7899,2020/04,85.3,2491635000,48625000,10,579.32,0.0,7.0
7901,2020/04,73.3,2818992000,-28488000,100,476.41,0.0,9.0
7902,2020/03,89.6,2042537000,200292000,10,24.64,0.0,7.0
7905,2020/03,32.7,202481000000,8384000000,70,34.39,0.0,9.0
7906,2020/03,71.6,61967107000,2421392000,5,26.51,0.0,9.0
7908,2020/03,78.2,12019000000,-77000000,5,-,0.0,2.0
7911,2020/03,55.2,1486007000000,66413000000,60,15.17,0.0,8.0
7912,2020/03,53.2,1401894000000,56274000000,64,27.74,0.0,9.0
7914,2020/03,47.9,100858000000,1569000000,100,57.72,0.0,9.0
7915,2020/12,41.1,180006000000,7290000000,30,21.36,1.0,7.0
7916,2020/03,60.6,18127867000,-152615000,50,-,0.0,4.0
7917,2020/03,61.4,114304000000,8856000000,70,24.29,0.0,9.0
7919,2020/03,29.5,14804947000,36854000,2,-,0.0,0.0
7921,2020/05,60.8,19116787000,2247267000,54,37.4,0.0,4.0
7922,2020/03,69.1,10624392000,-24379000,5,-,0.0,8.0
7923,2020/03,50.1,11819494000,23727000,12.5,116.17,0.0,3.0
7925,2020/03,82.9,22296000000,929000000,35,72.9,1.0,9.0
7927,2020/03,52.5,20831229000,1081640000,17.5,18.36,0.0,0.0
7928,2020/08,74.2,7665678000,94232000,6,60.81,3.0,3.0
7931,2020/03,75.6,37573000000,4211000000,40,33.14,0.0,4.0
7932,2020/03,41.4,42410000000,1856000000,50,11.25,0.0,0.0
7936,2020/12,37.9,328784000000,-3953000000,24,-,2.0,9.0
7937,2020/03,97.9,18703000000,775000000,30,74.6,0.0,5.0
7938,2020/03,49.6,29152000000,-727000000,20,-,0.0,9.0
7939,2020/03,40,6013290000,248926000,10,22.44,0.0,1.0
7940,2020/03,41.3,29251432000,1622660000,30,25.08,0.0,2.0
7942,2020/03,63.4,113375000000,5083000000,50,40.96,0.0,10.0
7943,2020/03,66.7,123722000000,13098000000,60,19.87,1.0,1.0
7945,2020/03,69.1,32485000000,1715000000,51,65.4,7.0,9.0
7946,2020/03,57.5,4302024000,-13616000,-,61.62,1.0,9.0
7947,2020/03,49,186349000000,15507000000,40.5,31.07,0.0,5.0
7949,2020/03,82.4,37487000000,3745000000,85,29.34,3.0,9.0
7951,2020/03,68.6,414227000000,43333000000,66,32.56,6.0,8.0
7952,2020/03,49.5,71302000000,2960000000,55,30.55,1.0,4.0
7953,2020/03,54.3,21622260000,328440000,17,137.24,0.0,9.0
7955,2020/03,63.5,107525000000,2499000000,20,50.31,0.0,4.0
7956,2020/12,74.8,99380000000,15316000000,72,79.89,7.0,9.0
7957,2020/12,63.5,7544000000,-115000000,40,-,0.0,0.0
7958,2020/03,78.4,85762259000,3065268000,80,96.62,2.0,9.0
7959,2020/10,69.9,26909332000,1960010000,45,40.94,6.0,6.0
7961,2020/03,72.4,12987000000,917000000,50,29.78,0.0,10.0
7962,2020/06,77.7,33455274000,1232597000,17,36.79,0.0,0.0
7963,2020/12,55.1,10152000000,1133000000,45,15.07,0.0,1.0
7965,2020/11,74.5,74947000000,5440000000,26,44.56,0.0,0.0
7966,2020/03,68.7,240727000000,15440000000,78,58.56,0.0,7.0
7970,2020/03,80,80254000000,7756000000,18,20.66,2.0,8.0
7971,2020/03,46.1,94701000000,2382000000,13,38.9,0.0,9.0
7972,2020/12,41.6,116210000000,1798000000,13,-,0.0,9.0
7974,2020/03,79.7,1308519000000,352370000000,1090,41.91,4.0,4.0
7975,2020/02,71.2,9816166000,493108000,50,30.18,1.0,9.0
7976,2020/12,78.4,55180000000,5493000000,31,44.94,9.0,9.0
7979,2020/03,79.7,26108000000,2210000000,26,56.39,1.0,5.0
7980,2020/03,40,11597014000,307414000,10,26.74,0.0,2.0
7981,2020/03,65,201521000000,12631000000,34,27.91,3.0,6.0
7983,2020/10,78.5,13635747000,562118000,50,34.05,2.0,8.0
7984,2020/12,70.1,300644000000,14807000000,39,57.03,5.0,9.0
7985,2020/03,34.6,8234370000,253457000,30,18.97,0.0,10.0
7986,2020/12,61.2,5000000000,300000000,30,20.24,0.0,9.0
7987,2020/03,43.2,65309000000,2346000000,22,36.26,1.0,1.0
7988,2020/03,54.8,288012000000,29737000000,62,34.97,0.0,9.0
7989,2020/12,69.2,39980000000,4535000000,29,18.79,2.0,9.0
7990,2020/03,29.3,88258000000,3613000000,65,61.35,8.0,8.0
7991,2020/03,55.7,14281881000,439751000,50,65.08,0.0,9.0
7992,2020/12,29.5,4798000000,-75000000,-,-,0.0,9.0
7994,2020/03,56.8,253170000000,13391000000,32,33.59,3.0,3.0
7995,2020/03,69.3,48212000000,4214000000,100,60.28,5.0,9.0
7997,2020/11,35.3,8217000000,-243000000,-,-,0.0,0.0
7999,2020/03,75.9,16124000000,-597000000,35,-,0.0,2.0
8001,2020/03,27.4,10982968000000,399438000000,85,26.64,5.0,7.0
8002,2020/03,24,6827641000000,133875000000,35,-,4.0,4.0
8005,2020/03,49.6,72634000000,2145000000,10,49.08,0.0,8.0
8006,2020/03,56.4,109862000000,971000000,100,66.42,0.0,9.0
8007,2020/03,37.5,88799000000,1713000000,80,29.18,0.0,9.0
8008,2020/02,73.5,44970000000,3975000000,80,70.59,9.0,10.0
8011,2020/02,62,68868000000,-2875000000,23,-,0.0,0.0
8012,2020/03,49.9,799559000000,19167000000,44,37.67,9.0,9.0
8014,2020/03,50,329360000000,8219000000,63,26.16,6.0,6.0
8015,2020/03,26.3,6694071000000,210370000000,110,28.57,10.0,10.0
8016,2020/02,38.3,248233000000,-3061000000,24,-,0.0,9.0
8018,2020/03,71.8,23356000000,96000000,20,29.5,1.0,7.0
8020,2020/03,23.7,721802000000,28352000000,60,37.6,0.0,10.0
8022,2020/03,64.1,169742000000,6263000000,50,27.96,0.0,10.0
8023,2020/03,33,41217053000,2079949000,10,4.2,3.0,9.0
8025,2020/03,42.2,17797353000,200532000,40,27.04,0.0,9.0
8028,2020/02,29.7,207480000000,19377000000,40,63.08,2.0,10.0
8029,2020/12,51.7,37014000000,636000000,30,53.36,0.0,6.0
8030,2020/03,31.9,193923000000,1095000000,60,34.99,0.0,1.0
8031,2020/03,32.3,6885033000000,-,80,35.52,0.0,3.0
8032,2020/03,23.5,534782000000,10924000000,110,30.54,1.0,9.0
8035,2020/03,64.1,1127286000000,237292000000,588,51.57,0.0,0.0
8036,2020/03,63,694624000000,60341000000,55,36.08,0.0,0.0
8037,2020/03,43.8,453844000000,10399000000,30,14.92,4.0,5.0
8038,2020/03,58.1,117857000000,1344000000,65,18.47,0.0,7.0
8039,2020/03,33.9,71658000000,-690000000,30,-,0.0,0.0
8040,2020/12,47.3,10242000000,-2250000000,-,-,0.0,4.0
8041,2020/03,29.8,319813000000,1439000000,60,27.94,0.0,0.0
8043,2020/03,41.5,351356000000,4229000000,110,67.01,0.0,9.0
8044,2020/03,42.3,102027000000,45000000,30,-,0.0,9.0
8045,2020/03,72.5,46812000000,-47607000,12,103.42,0.0,7.0
8046,2020/03,62.3,34391000000,1433000000,90,29.17,0.0,2.0
8050,2020/03,34.4,239150000000,6134000000,75,91.34,0.0,7.0
8051,2020/03,41.3,472191000000,12091000000,30,24.55,2.0,9.0
8052,2020/03,37.1,104939000000,5293000000,130,25.11,0.0,0.0
8053,2020/03,31.3,5299814000000,-,80,60.5,3.0,7.0
8056,2020/03,56,311554000000,26139000000,70,34.49,7.0,7.0
8057,2020/07,34.6,200307000000,7242000000,120,25.21,1.0,9.0
8058,2020/03,29,14779734000000,-,132,36.93,4.0,4.0
8059,2020/03,43.4,161476000000,6998000000,130,24.08,4.0,4.0
8060,2020/12,68.2,545060000000,31317000000,60,29.47,0.0,9.0
8061,2020/03,27.2,140677000000,2809000000,45,-,0.0,1.0
8065,2020/03,38.6,206197000000,3276000000,43,33.85,0.0,10.0
8066,2020/03,56.3,412598000000,18890000000,110,19.03,3.0,9.0
8068,2021/01,64,95792000000,1266000000,180,305.58,1.0,10.0
8070,2020/03,35.2,98604000000,2696000000,24,26.72,2.0,9.0
8072,2020/03,26.4,8852015000,152242000,30,19.26,0.0,2.0
8074,2020/03,34,491348000000,11871000000,150,37.27,2.0,2.0
8075,2020/03,18.4,936031000000,4829000000,90,59.79,0.0,9.0
8077,2020/10,43.7,18950541000,-57641000,6,-,0.0,9.0
8078,2020/03,20.5,1907493000000,27330000000,100,-,5.0,9.0
8079,2020/10,52.7,100572710000,4197479000,48,28.37,0.0,9.0
8081,2020/03,55.2,126519000000,3688000000,42,35.45,1.0,9.0
8084,2020/03,52.5,230087000000,5559000000,56,31.48,0.0,3.0
8085,2020/03,34.8,98697000000,2359000000,60,18.32,4.0,9.0
8086,2020/03,17.9,442516000000,26420000000,13.5,-,0.0,0.0
8087,2020/03,63,104619000000,3973712000,58.5,31.03,0.0,0.0
8088,2020/03,38.8,686771000000,28728000000,95,15.25,2.0,8.0
8090,2020/12,23.4,100726000000,1297000000,-,-,0.0,4.0
8091,2020/03,24.8,117900000000,1910000000,100,14.46,0.0,8.0
8093,2020/03,46.2,60387000000,877000000,60,158.37,6.0,7.0
8095,2020/11,39.9,65341459000,2035172000,16,23.83,2.0,4.0
8096,2020/03,73.6,71961712000,10933816000,135,52.26,9.0,10.0
8097,2020/03,52.5,667929000000,10971000000,28,11.95,0.0,6.0
8098,2020/03,45.2,600312000000,13229000000,53,25.48,1.0,7.0
8101,2020/03,32.8,115548000000,1191000000,45,25,3.0,9.0
8103,2020/03,46.8,137036000000,1483000000,56,107.84,0.0,9.0
8104,2020/03,30.7,92390000000,1181000000,6,10.66,0.0,9.0
8105,2020/03,79.8,5547476000,-207153000,-,-,0.0,0.0
8107,2020/03,27.4,4916770000,-457375000,-,-,0.0,9.0
8108,2020/03,30,522102000000,4504000000,25,18.7,0.0,8.0
8111,2020/03,56.8,97899000000,17480000000,60,21.56,0.0,9.0
8113,2020/12,55.2,727475000000,114744000000,32,36.56,7.0,7.0
8114,2020/03,66.5,124561000000,379000000,-,-,1.0,9.0
8115,2020/03,60.3,9503917000,-1457913000,30,-,0.0,4.0
8117,2020/03,81.4,25943003000,5022795000,56,26.22,4.0,9.0
8118,2020/03,86.9,10630000000,1027000000,14,52,0.0,0.0
8119,2020/03,51,41217555000,1315506000,110,195.91,0.0,9.0
8123,2020/03,51.8,14859706000,-104458000,30,-,0.0,1.0
8125,2020/02,68.7,82275000000,5889000000,33,43.25,0.0,9.0
8127,2020/08,75.5,14252386000,-923925000,12,-,0.0,0.0
8129,2020/03,34.4,1263708000000,17590000000,40,14.95,0.0,9.0
8130,2020/03,56.8,161265000000,9268000000,57.5,243.16,5.0,5.0
8131,2020/03,62.1,240127000000,7214000000,23,35.14,1.0,9.0
8132,2020/03,53.1,237036000000,2454000000,75,27.27,0.0,1.0
8133,2020/03,33.1,897427000000,19257000000,44,40.3,7.0,8.0
8135,2020/03,44.4,41854000000,334974000,3,46.83,3.0,8.0
8136,2020/03,51.5,55261000000,2106000000,35,1332.46,0.0,0.0
8137,2020/03,44.2,137943000000,1846000000,34,40.64,0.0,10.0
8138,2020/03,60,24356415000,59103000,85,1550.21,0.0,4.0
8139,2020/03,51,20690532000,107175000,5,-,0.0,2.0
8140,2020/03,61.7,227297000000,3108000000,80,245.43,0.0,7.0
8141,2020/03,68,101627000000,1611000000,27.5,89.97,0.0,0.0
8142,2021/01,22.6,186217000000,-3141000000,-,-,0.0,10.0
8143,2020/02,56.1,8654656000,-1372998000,-,-,0.0,0.0
8144,2020/03,71.1,51579000000,116000000,40,59.37,0.0,0.0
8147,2020/03,53.4,24305981000,974223000,23,26.04,2.0,2.0
8150,2020/03,57,123085000000,1958000000,70,93.18,2.0,2.0
8151,2020/09,87.1,23104580000,1250053000,38,59.58,2.0,2.0
8152,2020/03,62.2,21098791000,269983000,50,55.18,0.0,4.0
8153,2020/03,69.8,68985000000,1060000000,28,239.45,0.0,9.0
8154,2020/03,37.7,443615000000,10014000000,70,35.17,6.0,9.0
8155,2020/05,62.6,92075000000,5930000000,32,25.68,2.0,9.0
8157,2020/03,38.4,125366000000,4457000000,55,22.47,4.0,4.0
8158,2020/03,40,99749000000,1030000000,14,41.55,0.0,9.0
8159,2020/03,61.7,170541000000,6038000000,48,27.59,5.0,5.0
8160,2020/03,76.5,43924000000,1426000000,30,151.48,0.0,9.0
8163,2020/03,38.2,44643000000,186514000,-,-,1.0,7.0
8165,2020/12,50.2,83286000000,-389000000,-,-,0.0,0.0
8166,2020/02,39.1,22380948000,-431862000,-,-,0.0,1.0
8167,2020/02,62.7,226154516000,4466428000,20,42.47,2.0,9.0
8168,2020/02,52.5,107628000000,524000000,12.5,65.65,0.0,9.0
8173,2020/03,45.2,415643000000,8979000000,50,24.84,0.0,10.0
8174,2020/03,51.6,132496000000,11519000000,70,43.89,0.0,10.0
8179,2020/12,19.7,84304000000,-19269000000,-,-,0.0,9.0
8181,2020/02,78.7,6777910000,-52164000,-,-,0.0,0.0
8182,2020/03,52.6,245445000000,2329000000,15,101.61,0.0,10.0
8184,2020/08,76.5,153540000000,9598000000,50,58.89,0.0,9.0
8185,2020/02,60.8,113530000000,-1231000000,74,-,2.0,2.0
8186,2020/04,63.3,34855577000,-7611277000,-,-,,
8194,2020/02,31,714684000000,13879000000,40,20.96,0.0,9.0
8198,2020/02,58.8,271517000000,7150000000,47,28.5,0.0,9.0
8200,2020/02,54.7,45898736000,1554275000,10,-,0.0,0.0
8203,2020/02,29.5,122319000000,2450000000,14,47.69,0.0,0.0
8207,2020/03,52.9,14567080000,-307553000,-,-,0.0,9.0
8208,2020/03,23.8,37036000000,274000000,15,-,0.0,8.0
8209,2020/03,-35,6749672000,-541650000,-,-,0.0,9.0
8214,2020/03,60.5,180220000000,6649000000,46,1037.36,8.0,9.0
8215,2020/03,59.6,5154013000,-28067000,-,-,0.0,9.0
8217,2020/02,54.9,255225000000,3448000000,26,80.41,0.0,10.0
8218,2020/03,55,348573000000,18469000000,42,17.39,4.0,10.0
8219,2020/03,52.1,217696000000,818000000,50,-,0.0,0.0
8225,2020/03,47.3,9091970000,51745000,15,39.37,3.0,5.0
8226,2020/03,55.7,10275701000,54564000,3,108.14,1.0,1.0
8227,2020/02,89.7,521982000000,22985000000,200,50.4,0.0,1.0
8230,2020/03,52.7,17917920000,-957670000,3.75,-,0.0,4.0
8233,2020/02,37.2,919094000000,25582000000,24,25.86,0.0,10.0
8237,2020/02,36.1,89859000000,963000000,8,40.19,1.0,10.0
8242,2020/03,41.5,897289000000,11171000000,40,-,0.0,4.0
8244,2020/02,29.8,283466000000,4529000000,20,25.02,1.0,9.0
8247,2020/02,13.4,43667437000,402182000,-,-,0.0,0.0
8249,2020/03,71.6,78954000000,2219000000,28,34.01,0.0,10.0
8252,2020/03,32.7,247582000000,41944000000,50,46.19,7.0,9.0
8253,2020/03,14.4,311410000000,-,45,32.16,1.0,9.0
8254,2020/02,10.8,18431096000,-18824000,-,-,0.0,10.0
8255,2020/03,59.4,240898000000,9467000000,72,26.83,0.0,9.0
8256,2020/03,27.6,5770914000,-405173000,-,-,0.0,1.0
8257,2020/02,18.4,20323000000,313750000,-,-,0.0,10.0
8260,2020/02,16.1,66145000000,1302000000,-,-,,
8267,2020/02,9.6,8604207000000,215530000000,36,109.78,1.0,9.0
8273,2020/02,43.7,744349000000,31888000000,80,28.73,0.0,10.0
8275,2020/03,37.2,49731000000,3229011000,26,58.81,7.0,9.0
8276,2020/02,53.2,433641000000,10463000000,35,30.08,0.0,1.0
8278,2020/02,51.3,295925000000,6496000000,20,14.6,0.0,10.0
8279,2020/03,42.5,442220000000,19882000000,65,19.7,8.0,8.0
8281,2020/03,63.8,225312000000,5247000000,32.5,379.17,0.0,9.0
8282,2020/03,64.6,708222000000,32989000000,30,31.55,0.0,0.0
8283,2020/03,52.1,1046412000000,24708000000,70,17.25,8.0,8.0
8285,2020/03,47.8,77595000000,2534000000,9,33.66,1.0,10.0
8287,2020/02,37.4,534037000000,2742000000,38,-,0.0,9.0
8289,2020/02,35.6,93983000000,673000000,15,102.38,0.0,7.0
8291,2020/03,47.8,153147000000,4350000000,4,23.69,0.0,5.0
8298,2020/03,56.8,13361135000,573483000,10,14.8,1.0,9.0
8303,2020/03,8.8,399503000000,-,10,5.38,0.0,9.0
8304,2020/03,8.1,184406000000,-,156,62.6,0.0,0.0
8306,2020/03,4.8,7299078000000,-,25,57.66,2.0,6.0
8308,2020/03,3.4,880544000000,-,21,31.86,3.0,9.0
8309,2020/03,4.5,1535401000000,-,150,34.67,1.0,9.0
8316,2020/03,4.9,4591873000000,-,190,36.35,2.0,7.0
8331,2020/03,6,242982000000,-,18,25.05,2.0,10.0
8334,2020/03,5.8,143069000000,-,13,24.7,0.0,6.0
8336,2020/03,5,67852000000,-,80,33.25,0.0,3.0
8337,2020/03,5.7,50391000000,-,3,23.38,0.0,5.0
8338,2020/03,4.4,37819000000,-,5,33.69,0.0,9.0
8341,2020/03,5.1,116926000000,-,50,20.4,1.0,8.0
8342,2020/03,3.4,43003000000,-,55,83.2,0.0,4.0
8343,2020/03,5.4,46388000000,-,80,43.03,0.0,8.0
8344,2020/03,5.6,44041000000,-,30,41.86,0.0,9.0
8345,2020/03,5.3,45244000000,-,70,33.14,0.0,5.0
8346,2020/03,3.2,63449000000,-,6,73.93,0.0,2.0
8349,2020/03,4.4,13738000000,-,50,42.66,0.0,9.0
8350,2020/03,3.7,37646000000,-,20,-,0.0,0.0
8354,2020/03,3.4,283186000000,-,85,14.34,2.0,9.0
8355,2020/03,7.9,229295000000,-,22,32.9,0.0,10.0
8356,2020/03,5.4,106860000000,-,80,20.33,0.0,0.0
8358,2020/03,7.3,118008000000,-,5,4.57,0.0,0.0
8359,2020/03,7.1,165077000000,-,14,31.38,0.0,2.0
8360,2020/03,5.6,44878000000,-,35,30.15,0.0,1.0
8361,2020/03,4.8,115303000000,-,70,53.18,0.0,3.0
8362,2020/03,4.2,40729000000,-,50,56.26,0.0,3.0
8363,2020/03,4.6,74740000000,-,70,29.85,0.0,0.0
8364,2020/03,5.1,28974000000,-,55,-,1.0,9.0
8365,2020/03,5.9,11921000000,-,50,37.38,0.0,9.0
8366,2020/03,6,88871000000,-,40,16.48,2.0,3.0
8367,2020/03,4.5,81066000000,-,80,82.04,1.0,9.0
8368,2020/03,5.2,91365000000,-,9,19.99,1.0,9.0
8369,2020/03,8.3,113823000000,-,60,37.05,0.0,0.0
8370,2020/03,4.6,86759000000,-,35,17.58,0.0,7.0
8377,2020/03,4.3,182402000000,-,40,36.45,0.0,1.0
8379,2020/03,5.1,127149000000,-,22.5,24.45,1.0,1.0
8381,2020/03,6.3,90352000000,-,20,38.88,0.0,9.0
8382,2020/03,6.3,127318000000,-,22,36.32,1.0,9.0
8383,2020/03,4.7,13666000000,-,50,57.3,0.0,9.0
8385,2020/03,8.3,126506000000,-,14,23.44,0.0,10.0
8386,2020/03,5,76728000000,-,80,32.57,1.0,9.0
8387,2020/03,4.6,42970000000,-,30,41.25,1.0,9.0
8388,2020/03,7.5,67374000000,-,45,17.33,0.0,2.0
8392,2020/03,5.6,60805000000,-,80,24.76,0.0,6.0
8393,2020/03,4.5,56838000000,-,100,25.39,1.0,9.0
8395,2020/03,4.5,41400000000,-,70,48.01,0.0,9.0
8397,2020/03,6.8,52198000000,-,70,30.21,0.0,2.0
8399,2020/03,5.3,62735000000,-,35,30.32,0.0,0.0
8410,2020/03,20.4,148553000000,-,11,52.13,0.0,7.0
8411,2020/03,4,3986701000000,-,75,42.45,0.0,6.0
8416,2020/03,5.9,22985000000,-,25,32.42,0.0,0.0
8418,2020/03,5.9,175405000000,-,24,23.11,8.0,9.0
8421,2020/03,3.7,301954000000,-,6500,48.73,0.0,3.0
8424,2020/03,10,712330000000,41423000000,205,24.18,10.0,10.0
8425,2020/03,7.9,539241000000,26275000000,82,22.38,9.0,9.0
8439,2020/03,9.9,1166599000000,88346000000,136,24.39,9.0,9.0
8462,2020/03,85.3,454000000,-102000000,-,-,0.0,6.0
8473,2020/03,8.2,368055000000,-,100,60.98,0.0,8.0
8508,2020/12,17.3,32652000000,-4752000000,-,-,0.0,0.0
8511,2020/03,1.3,29101000000,4129000000,22,57.65,0.0,1.0
8515,2020/03,14.6,127038000000,1679000000,-,-,0.0,4.0
8518,2020/03,25.3,3950000000,716000000,-,-,0.0,9.0
8521,2020/03,4.4,22852000000,-,55,38.17,0.0,9.0
8522,2020/03,5.7,67043000000,-,70,28.45,0.0,9.0
8524,2020/03,4,138035000000,-,10,51.94,0.0,0.0
8527,2020/03,6.3,52895000000,-,100,38.7,1.0,7.0
8530,2020/03,5,30924000000,-,40,37.48,0.0,2.0
8537,2020/03,4.7,22950000000,-,50,41.33,0.0,7.0
8541,2020/03,4.7,47821000000,-,30,20.78,0.0,0.0
8542,2020/03,4,22447000000,-,50,54.63,0.0,9.0
8544,2020/03,5.5,68081000000,-,20,51.89,0.0,5.0
8550,2020/03,5.3,42461000000,-,5,31.45,0.0,0.0
8551,2020/03,4.9,21694000000,-,60,39.43,0.0,8.0
8558,2020/03,5.6,38729000000,-,40,57.63,0.0,1.0
8562,2020/03,3.6,13475000000,-,2,11.25,1.0,1.0
8563,2020/03,4.8,12452000000,-,30,35.78,0.0,8.0
8566,2020/03,15.8,332256000000,17018000000,90,22.28,10.0,10.0
8570,2020/02,6.8,457280000000,65070000000,68,42.97,0.0,9.0
8572,2020/03,32.4,279510000000,75636000000,4,7.88,1.0,1.0
8584,2020/03,3.7,158610000000,16506000000,95,27.37,0.0,9.0
8585,2020/03,4.5,243135000000,24439000000,3,23.6,1.0,10.0
8586,2020/03,10.2,464020000000,-,150,35.02,0.0,0.0
8589,2020/03,4.3,78895000000,4623000000,-,0,0.0,6.0
8591,2020/03,22.9,2280329000000,269681000000,76,34.3,9.0,9.0
8593,2020/03,12.4,923768000000,91853000000,25,33.36,9.0,9.0
8595,2020/03,84.8,29855000000,14970000000,118,29.26,3.0,9.0
8596,2020/03,20.5,25189000000,3427000000,15,13.97,0.0,9.0
8600,2020/03,5.4,71033000000,-,8,15.93,0.0,8.0
8601,2020/03,5.1,672287000000,54288000000,20,51.64,0.0,0.0
8604,2020/03,6,1952482000000,-,20,26.92,1.0,1.0
8609,2020/03,35.4,65038000000,2072000000,10,81.47,0.0,0.0
8613,2020/03,50.5,16493000000,1015000000,16,167.93,0.0,0.0
8614,2020/03,49,9697000000,-1747000000,2,-,0.0,0.0
8616,2020/03,14.1,61694000000,-823000000,8,73.33,0.0,0.0
8617,2020/03,78.1,638000000,-319000000,7,-,0.0,0.0
8622,2020/03,60,11946000000,7000000,8,51.58,1.0,1.0
8624,2020/03,65.9,18846000000,-545000000,32,-,0.0,0.0
8628,2020/03,11.3,24150000000,8909000000,45,366.23,0.0,0.0
8630,2020/03,13.3,3760366000000,-,150,42.14,5.0,6.0
8692,2020/03,60,20359000000,1221000000,10,23.55,0.0,3.0
8697,2020/03,0.4,123688000000,68533000000,54,75.48,0.0,0.0
8698,2020/03,7.5,53226000000,-,5.9,46.7,1.0,1.0
8699,2020/03,12.6,61028000000,10901000000,12,6.59,0.0,10.0
8700,2020/03,77.6,2421000000,81855000,30,122.43,0.0,0.0
8704,2020/03,10.6,6677000000,2542446000,-,-,0.0,0.0
8705,2020/03,10.7,2855322000,-223484000,-,35.94,1.0,1.0
8706,2020/03,62.4,3670000000,-1191000000,30,-,0.0,0.0
8707,2020/03,30.5,18948000000,3817000000,75,65.22,0.0,4.0
8708,2020/03,58.9,14188000000,252000000,22,118.94,0.0,1.0
8709,2020/03,10,4829000000,354000000,37,84.44,1.0,1.0
8713,2020/03,4.1,50864000000,-,6,89.23,0.0,6.0
8714,2020/03,4.2,88221000000,-,7.5,99.11,1.0,9.0
8715,2020/03,50.9,41465000000,-,1.25,6.62,0.0,8.0
8725,2020/03,10.6,5168361000000,-,150,58.69,6.0,9.0
8729,2020/03,4.6,1781420000000,-,70,37.11,2.0,9.0
8732,2020/03,14.9,5872000000,622000000,5,84.74,0.0,0.0
8737,2020/03,22.8,34423480000,1594188000,20,38.95,0.0,0.0
8739,2020/03,58.6,12476000000,4479000000,9,88.79,0.0,0.0
8740,2020/03,26.6,2159074000,-113290000,3,-,0.0,1.0
8742,2020/03,51.2,3667657000,-232368000,2.5,-,0.0,8.0
8746,2020/03,30,4626312000,1106431000,5,10.44,0.0,2.0
8747,2020/03,16.1,7041220000,1498457000,45,20.41,2.0,2.0
8750,2020/03,6.3,7114099000000,-,62,204.86,6.0,8.0
8766,2020/03,13.4,5465432000000,-,225,59.62,7.0,9.0
8769,2020/03,60.3,5263372000,952977000,11,26.49,4.0,9.0
8771,2020/03,70.3,5956734000,2718802000,14,24.01,9.0,9.0
8772,2020/03,49.1,5822202000,4048651000,15,18.87,0.0,10.0
8793,2020/03,9.3,220716000000,8292000000,60,25.23,3.0,10.0
8795,2020/03,6.8,2197928000000,-,44,39.81,4.0,9.0
8798,2020/09,54.4,10510699000,1184063000,50,76.84,0.0,9.0
8801,2020/03,32.6,1905642000000,280617000000,44,24.49,5.0,9.0
8802,2020/03,29.6,1302196000000,240768000000,33,29.71,5.0,9.0
8803,2020/03,31.6,46639000000,10903000000,56,28.87,3.0,7.0
8804,2020/12,24,334980000000,49631000000,46,28.94,6.0,8.0
8806,2020/03,40.7,42817000000,11561000000,21,30.87,5.0,5.0
8818,2020/03,47,15319075000,5414380000,27,32.93,5.0,9.0
8830,2020/03,24.4,1013512000000,234332000000,35,10.76,5.0,9.0
8835,2020/03,33.1,32476000000,689000000,40,50.22,0.0,8.0
8836,2020/03,81.3,294000000,-50000000,-,-,,
8841,2020/03,80,18379000000,6227000000,10,20.51,0.0,0.0
8842,2021/01,75.2,8171000000,-213000000,60,-,1.0,2.0
8844,2020/03,22.3,110559000000,6010000000,13,15.87,2.0,5.0
8850,2020/03,42.3,209091000000,23912000000,65,25.15,9.0,9.0
8854,2020/12,45.5,5590000000,-346000000,50,-,0.0,1.0
8860,2020/03,24.6,110444324000,5002096000,27,30.88,0.0,10.0
8864,2020/03,51.5,24855730000,4186039000,14,31.28,0.0,8.0
8869,2020/03,29.1,40531000000,1638000000,15,150.4,0.0,0.0
8871,2020/03,64.8,34791000000,11508000000,85,32.52,3.0,9.0
8876,2020/03,21.6,313019000000,17874000000,29,101.68,9.0,9.0
8877,2020/03,58.6,61638038000,7948995000,40,11.41,2.0,9.0
8881,2020/03,54,82116184000,5058552000,18,19,0.0,3.0
8886,2020/05,21.8,37619053000,627276000,20,115.88,0.0,0.0
8887,2020/05,61.6,4419780000,598762000,45,115.99,0.0,3.0
8889,2020/09,12.2,44119000000,840000000,20,257.23,0.0,4.0
8890,2020/03,53.6,54938000000,12242000000,45,21.79,4.0,4.0
8891,2020/03,47.5,10354670000,788740000,10,3.17,1.0,9.0
8892,2020/12,25.8,77308000000,12202000000,38,32.49,6.0,6.0
8893,2020/03,27.1,16907918000,1975524000,25,26.97,3.0,8.0
8894,2020/10,70.5,763453000,-32777000,-,-,0.0,9.0
8897,2020/03,25.9,168493000000,11901000000,19,34.38,0.0,9.0
8898,2020/03,88.9,4113178000,1105452000,50,90.36,0.0,10.0
8903,2020/03,21.1,11883893000,849453000,25,25.91,0.0,3.0
8904,2020/08,55.4,40626638000,1159095000,38,64.31,0.0,9.0
8905,2020/02,28.5,324138000000,60794000000,40,25.91,4.0,10.0
8908,2020/05,34.7,17966065000,2261761000,28,41.99,8.0,8.0
8909,2020/12,47,95213000000,8885000000,41,26.07,8.0,8.0
